Timestamp,Agent,Department,Call Duration (mins),Resolved,CSAT Score,Sentiment,Escalated
2025-07-15 11:49:28,John,Billing,4.3,No,3,Neutral,No
2025-07-14 22:57:28,Bob,Billing,14.5,Yes,2,Negative,No
2025-07-20 07:19:28,Anna,Billing,11.1,Yes,2,Positive,Yes
2025-07-20 20:39:28,Anna,Sales,3.7,Yes,1,Neutral,No
2025-07-21 15:29:28,James,Technical Support,4.0,Yes,1,Positive,No
2025-07-11 08:11:28,Diana,Billing,7.1,Yes,2,Neutral,Yes
2025-07-23 22:21:28,John,Technical Support,8.7,Yes,4,Neutral,No
2025-07-24 03:36:28,James,Technical Support,7.4,Yes,1,Negative,No
2025-07-22 22:54:28,Bob,Technical Support,2.5,Yes,4,Very Positive,No
2025-07-23 22:31:28,Diana,Shipping,2.2,No,1,Very Positive,Yes
2025-07-13 12:48:28,Charlie,Sales,6.6,No,5,Positive,Yes
2025-07-12 00:25:28,Alice,Billing,10.8,Yes,2,Very Negative,No
2025-07-13 04:28:28,Charlie,Technical Support,13.8,No,1,Negative,No
2025-07-21 17:23:28,Charlie,Sales,14.1,Yes,4,Negative,Yes
2025-07-22 11:37:28,Alice,Shipping,3.6,No,5,Positive,No
2025-07-16 20:39:28,Michael,Technical Support,6.0,Yes,5,Very Negative,Yes
2025-07-17 00:01:28,Bob,Sales,2.2,No,2,Neutral,Yes
2025-07-19 17:42:28,Anna,Shipping,3.9,Yes,2,Negative,Yes
2025-07-15 01:24:28,Anna,Sales,13.1,Yes,2,Positive,No
2025-07-13 16:28:28,Charlie,Technical Support,3.5,No,1,Neutral,Yes
2025-07-14 06:41:28,Charlie,Sales,11.9,No,2,Positive,No
2025-07-14 04:34:28,John,Billing,7.1,No,5,Very Negative,No
2025-07-20 13:20:28,Anna,Shipping,4.8,Yes,4,Very Negative,Yes
2025-07-20 06:12:28,Anna,Sales,10.4,Yes,3,Very Positive,No
2025-07-13 22:09:28,Michael,Billing,4.1,Yes,4,Negative,Yes
2025-07-12 12:02:28,Alice,Sales,6.0,No,5,Very Negative,No
2025-07-22 05:30:28,Diana,Billing,7.1,Yes,2,Very Positive,No
2025-07-15 09:04:28,Michael,Shipping,15.0,No,3,Negative,No
2025-07-22 20:23:28,Diana,Sales,11.2,No,1,Neutral,No
2025-07-12 13:17:28,Charlie,Sales,5.4,No,5,Neutral,No
2025-07-18 03:06:28,John,Sales,10.5,No,4,Negative,No
2025-07-15 14:22:28,Diana,Shipping,4.8,No,2,Negative,Yes
2025-07-20 09:46:28,Charlie,Sales,12.3,No,2,Very Positive,Yes
2025-07-15 18:58:28,Bob,Sales,11.5,Yes,4,Very Positive,Yes
2025-07-15 04:59:28,Michael,Technical Support,7.5,No,3,Very Positive,Yes
2025-07-16 05:36:28,Diana,Sales,9.0,No,1,Very Negative,No
2025-07-23 17:38:28,Alice,Technical Support,8.8,Yes,3,Neutral,Yes
2025-07-20 10:01:28,Charlie,Shipping,14.1,Yes,3,Very Negative,No
2025-07-14 20:19:28,Michael,Sales,5.4,No,1,Positive,Yes
2025-07-24 12:17:28,John,Shipping,11.7,Yes,5,Negative,No
2025-07-12 00:56:28,Bob,Billing,13.1,Yes,1,Negative,No
2025-07-15 13:41:28,Diana,Shipping,13.2,Yes,3,Very Negative,No
2025-07-15 02:48:28,Charlie,Shipping,2.2,No,2,Neutral,No
2025-07-15 12:00:28,Eli,Billing,6.1,No,2,Neutral,Yes
2025-07-20 03:01:28,Alice,Shipping,3.4,No,4,Neutral,No
2025-07-11 20:38:28,Michael,Sales,14.1,No,1,Negative,Yes
2025-07-21 08:14:28,Eli,Shipping,14.4,No,1,Very Negative,No
2025-07-14 14:18:28,Bob,Technical Support,13.2,No,1,Neutral,No
2025-07-18 10:48:28,Eli,Technical Support,9.2,No,1,Positive,Yes
2025-07-22 20:28:28,Diana,Technical Support,13.0,Yes,5,Positive,Yes
2025-07-20 01:12:28,James,Technical Support,5.4,Yes,3,Positive,Yes
2025-07-18 19:26:28,Diana,Shipping,13.3,No,1,Negative,Yes
2025-07-21 03:13:28,Michael,Shipping,8.7,Yes,3,Very Positive,Yes
2025-07-24 12:45:28,Eli,Technical Support,9.7,Yes,3,Very Negative,No
2025-07-24 17:40:28,Diana,Technical Support,13.2,Yes,4,Negative,No
2025-07-17 23:17:28,Eli,Sales,14.8,No,3,Negative,No
2025-07-13 12:17:28,Diana,Sales,12.5,No,1,Very Negative,Yes
2025-07-20 02:10:28,James,Technical Support,6.4,Yes,2,Negative,Yes
2025-07-13 18:49:28,Eli,Shipping,5.3,No,5,Very Positive,Yes
2025-07-16 10:23:28,Diana,Billing,7.4,Yes,5,Negative,Yes
2025-07-23 08:15:28,Bob,Technical Support,2.8,Yes,1,Very Positive,No
2025-07-15 11:41:28,Diana,Shipping,13.8,No,1,Neutral,Yes
2025-07-18 06:35:28,Diana,Billing,9.6,No,2,Very Negative,No
2025-07-23 17:45:28,Diana,Billing,6.6,No,5,Neutral,No
2025-07-14 10:47:28,John,Technical Support,4.4,No,5,Very Negative,No
2025-07-12 10:35:28,Bob,Technical Support,7.1,No,2,Very Negative,No
2025-07-24 16:29:28,Diana,Billing,3.8,Yes,5,Negative,Yes
2025-07-22 06:09:28,Charlie,Sales,10.3,Yes,4,Very Negative,No
2025-07-13 16:29:28,John,Shipping,13.6,No,5,Very Positive,No
2025-07-13 16:08:28,Bob,Shipping,3.3,Yes,1,Very Positive,No
2025-07-13 18:26:28,Alice,Technical Support,13.3,No,2,Positive,No
2025-07-21 15:35:28,Diana,Shipping,12.7,No,2,Positive,No
2025-07-19 17:49:28,Diana,Shipping,13.2,Yes,1,Very Positive,Yes
2025-07-24 20:47:28,James,Sales,3.6,Yes,3,Neutral,No
2025-07-16 02:06:28,Anna,Billing,7.1,No,3,Very Positive,Yes
2025-07-20 10:41:28,James,Shipping,4.6,Yes,3,Positive,Yes
2025-07-19 21:13:28,Eli,Shipping,5.5,No,5,Very Positive,Yes
2025-07-22 12:27:28,John,Technical Support,13.9,No,5,Negative,No
2025-07-12 11:16:28,Anna,Technical Support,11.0,Yes,3,Neutral,No
2025-07-20 21:13:28,Eli,Shipping,12.9,No,4,Very Positive,No
2025-07-21 05:32:28,Charlie,Sales,4.0,Yes,3,Very Negative,No
2025-07-12 19:23:28,Eli,Technical Support,4.4,Yes,1,Positive,Yes
2025-07-15 18:42:28,Charlie,Billing,14.7,No,4,Very Negative,No
2025-07-12 12:32:28,Anna,Technical Support,4.2,Yes,1,Positive,Yes
2025-07-13 22:59:28,Charlie,Technical Support,13.2,No,3,Very Positive,No
2025-07-13 20:13:28,James,Sales,14.3,No,4,Negative,No
2025-07-23 18:35:28,John,Sales,6.0,Yes,1,Very Negative,Yes
2025-07-20 02:50:28,Alice,Shipping,14.3,No,4,Positive,Yes
2025-07-16 15:51:28,Diana,Technical Support,6.5,No,3,Neutral,Yes
2025-07-11 22:44:28,Diana,Sales,9.5,Yes,2,Very Negative,No
2025-07-17 00:01:28,Diana,Sales,5.3,Yes,5,Negative,No
2025-07-23 08:41:28,James,Shipping,4.1,Yes,3,Neutral,Yes
2025-07-18 12:22:28,James,Shipping,7.1,No,2,Very Positive,No
2025-07-21 01:49:28,Bob,Shipping,14.6,Yes,5,Negative,Yes
2025-07-16 17:24:28,Eli,Shipping,7.0,Yes,2,Positive,No
2025-07-24 13:58:28,John,Shipping,2.9,No,2,Negative,Yes
2025-07-11 04:31:28,Eli,Shipping,8.9,Yes,5,Very Positive,No
2025-07-23 00:14:28,John,Shipping,14.8,No,1,Very Positive,Yes
2025-07-21 18:28:28,Eli,Sales,5.9,Yes,2,Neutral,Yes
2025-07-13 04:13:28,Bob,Shipping,6.7,No,4,Negative,No
2025-07-24 19:59:28,Diana,Billing,6.2,No,1,Very Positive,No
2025-07-12 18:04:28,Diana,Technical Support,6.9,Yes,3,Neutral,Yes
2025-07-21 17:33:28,Charlie,Sales,11.0,No,5,Very Positive,Yes
2025-07-17 03:10:28,Bob,Technical Support,7.9,Yes,5,Very Positive,Yes
2025-07-22 08:29:28,Bob,Technical Support,11.0,Yes,2,Very Negative,Yes
2025-07-17 19:33:28,Diana,Shipping,12.3,Yes,3,Very Positive,Yes
2025-07-22 13:11:28,Michael,Technical Support,13.2,Yes,1,Very Negative,No
2025-07-20 02:11:28,Anna,Sales,10.1,No,4,Positive,Yes
2025-07-17 23:40:28,James,Billing,6.3,Yes,5,Very Negative,No
2025-07-11 20:31:28,Bob,Technical Support,8.9,No,4,Neutral,Yes
2025-07-19 22:59:28,Bob,Sales,6.1,No,5,Positive,Yes
2025-07-22 16:02:28,Charlie,Sales,12.2,Yes,2,Very Negative,No
2025-07-18 11:32:28,Alice,Sales,2.1,No,3,Positive,No
2025-07-24 00:54:28,John,Billing,10.4,No,4,Neutral,Yes
2025-07-12 10:38:28,Eli,Technical Support,9.0,No,4,Very Negative,No
2025-07-16 15:51:28,James,Shipping,6.8,No,2,Positive,Yes
2025-07-23 12:11:28,Alice,Shipping,9.7,No,3,Neutral,Yes
2025-07-18 20:23:28,Diana,Billing,6.1,Yes,5,Very Negative,Yes
2025-07-24 13:32:28,Anna,Billing,12.8,No,5,Very Positive,No
2025-07-24 17:07:28,James,Technical Support,7.4,Yes,2,Negative,Yes
2025-07-12 05:55:28,Bob,Sales,11.6,Yes,4,Very Positive,Yes
2025-07-18 19:56:28,John,Shipping,14.5,Yes,1,Positive,No
2025-07-18 12:19:28,Eli,Sales,9.6,Yes,4,Very Positive,No
2025-07-13 23:17:28,John,Technical Support,7.9,Yes,4,Very Positive,Yes
2025-07-23 16:19:28,Charlie,Shipping,10.1,Yes,3,Very Negative,Yes
2025-07-16 04:40:28,Eli,Sales,9.4,No,1,Positive,Yes
2025-07-22 04:23:28,Bob,Sales,12.8,Yes,2,Very Positive,No
2025-07-19 05:15:28,Anna,Shipping,6.7,Yes,5,Neutral,Yes
2025-07-11 13:44:28,Anna,Shipping,4.1,Yes,5,Neutral,No
2025-07-15 09:27:28,Michael,Shipping,5.0,No,5,Very Positive,No
2025-07-22 07:37:28,Michael,Sales,4.0,No,2,Negative,No
2025-07-11 22:18:28,Bob,Technical Support,14.7,Yes,4,Very Positive,No
2025-07-11 16:27:28,Michael,Shipping,9.5,No,4,Neutral,No
2025-07-13 18:22:28,John,Technical Support,10.4,Yes,3,Very Negative,No
2025-07-18 12:52:28,Anna,Sales,4.6,No,2,Negative,No
2025-07-13 14:30:28,John,Sales,2.1,No,3,Very Positive,Yes
2025-07-13 18:26:28,John,Sales,11.2,Yes,2,Positive,No
2025-07-24 07:29:28,Michael,Sales,3.5,Yes,2,Neutral,Yes
2025-07-20 00:45:28,Michael,Billing,6.5,No,4,Very Positive,No
2025-07-11 10:08:28,Anna,Technical Support,3.6,Yes,1,Neutral,Yes
2025-07-14 11:01:28,Eli,Shipping,4.7,No,2,Very Negative,No
2025-07-12 01:44:28,Alice,Billing,2.3,No,3,Neutral,No
2025-07-14 11:18:28,Alice,Billing,13.8,Yes,2,Neutral,Yes
2025-07-22 07:50:28,Alice,Technical Support,6.3,No,2,Very Negative,No
2025-07-16 04:12:28,John,Technical Support,11.5,Yes,5,Negative,No
2025-07-24 20:27:28,Bob,Billing,5.4,No,1,Positive,Yes
2025-07-14 18:31:28,James,Shipping,12.3,No,5,Neutral,Yes
2025-07-23 12:24:28,Anna,Billing,13.6,No,5,Very Negative,Yes
2025-07-23 15:01:28,Bob,Sales,4.0,Yes,5,Very Positive,Yes
2025-07-19 20:41:28,James,Technical Support,14.8,No,1,Very Negative,Yes
2025-07-12 07:30:28,Eli,Billing,8.6,No,1,Negative,No
2025-07-19 16:39:28,John,Sales,8.8,Yes,4,Very Positive,No
2025-07-11 18:32:28,James,Sales,10.9,Yes,2,Very Negative,Yes
2025-07-22 11:08:28,James,Shipping,12.6,No,4,Very Negative,No
2025-07-23 06:57:28,Diana,Sales,2.7,Yes,4,Very Positive,No
2025-07-12 14:20:28,Charlie,Billing,9.0,No,5,Very Positive,Yes
2025-07-14 21:38:28,Anna,Sales,12.4,No,1,Very Positive,Yes
2025-07-13 04:30:28,John,Sales,8.3,Yes,2,Very Negative,Yes
2025-07-19 07:50:28,Anna,Technical Support,7.7,Yes,4,Very Negative,No
2025-07-16 13:29:28,Charlie,Billing,10.0,No,3,Neutral,No
2025-07-23 22:57:28,John,Shipping,11.5,No,4,Negative,No
2025-07-24 09:12:28,Eli,Sales,4.2,Yes,2,Very Negative,Yes
2025-07-15 12:58:28,John,Shipping,12.9,Yes,1,Negative,No
2025-07-17 09:30:28,Diana,Technical Support,10.8,No,3,Neutral,Yes
2025-07-12 05:57:28,Alice,Shipping,5.9,Yes,3,Neutral,No
2025-07-18 14:04:28,John,Billing,9.6,Yes,1,Negative,No
2025-07-17 14:19:28,Diana,Technical Support,7.6,Yes,1,Very Negative,No
2025-07-17 21:28:28,Michael,Shipping,5.2,No,2,Very Positive,No
2025-07-14 18:10:28,Alice,Shipping,12.3,Yes,4,Positive,Yes
2025-07-15 18:14:28,Michael,Billing,12.1,Yes,2,Negative,Yes
2025-07-15 08:48:28,John,Shipping,9.1,Yes,3,Positive,No
2025-07-21 09:09:28,John,Shipping,13.8,No,1,Positive,No
2025-07-24 14:46:28,Alice,Sales,5.3,No,1,Positive,Yes
2025-07-16 22:24:28,James,Billing,8.5,Yes,4,Very Negative,No
2025-07-16 10:07:28,Alice,Technical Support,11.6,Yes,2,Negative,Yes
2025-07-24 09:37:28,James,Technical Support,12.0,No,4,Positive,No
2025-07-19 22:06:28,Anna,Shipping,9.6,Yes,1,Negative,Yes
2025-07-18 05:51:28,Michael,Shipping,12.7,Yes,3,Negative,Yes
2025-07-14 12:52:28,Michael,Billing,3.2,Yes,3,Very Negative,No
2025-07-12 08:27:28,Alice,Billing,7.3,Yes,3,Very Positive,No
2025-07-12 03:25:28,James,Sales,5.0,Yes,5,Negative,No
2025-07-23 15:22:28,Anna,Sales,12.1,Yes,1,Very Positive,No
2025-07-12 22:21:28,Michael,Technical Support,5.9,No,5,Neutral,No
2025-07-20 07:52:28,Diana,Shipping,6.5,Yes,3,Neutral,No
2025-07-11 06:36:28,John,Shipping,11.6,No,3,Neutral,Yes
2025-07-14 15:24:28,Anna,Sales,12.2,No,5,Positive,Yes
2025-07-12 13:34:28,Alice,Sales,7.8,No,4,Very Positive,No
2025-07-11 16:05:28,John,Sales,12.8,No,5,Very Positive,No
2025-07-17 12:54:28,Michael,Billing,3.1,Yes,4,Negative,No
2025-07-21 20:53:28,Michael,Technical Support,8.4,No,3,Neutral,No
2025-07-17 00:00:28,Eli,Sales,5.5,No,2,Negative,Yes
2025-07-17 21:00:28,James,Sales,9.0,No,5,Very Negative,No
2025-07-19 10:19:28,James,Billing,6.7,No,1,Neutral,Yes
2025-07-21 07:02:28,Michael,Shipping,9.0,No,1,Positive,No
2025-07-13 06:10:28,Michael,Technical Support,4.1,No,3,Negative,Yes
2025-07-15 11:00:28,Alice,Shipping,10.2,Yes,5,Positive,Yes
2025-07-23 14:40:28,Alice,Billing,13.2,Yes,4,Neutral,Yes
2025-07-14 01:05:28,John,Billing,2.4,Yes,4,Neutral,Yes
2025-07-15 05:12:28,Charlie,Sales,8.3,Yes,4,Very Negative,No
2025-07-18 12:21:28,Diana,Billing,2.3,Yes,3,Very Positive,Yes
2025-07-15 18:55:28,Michael,Sales,4.1,Yes,5,Very Negative,Yes
2025-07-14 14:07:28,Alice,Technical Support,2.7,Yes,3,Neutral,Yes
2025-07-15 13:55:28,Michael,Shipping,10.0,Yes,4,Very Positive,No
2025-07-15 02:25:28,Eli,Technical Support,12.1,Yes,4,Very Positive,No
2025-07-14 22:29:28,Charlie,Shipping,8.2,Yes,5,Very Positive,Yes
2025-07-21 04:59:28,James,Technical Support,14.0,Yes,5,Very Positive,No
2025-07-17 19:29:28,Charlie,Technical Support,13.8,Yes,4,Very Negative,Yes
2025-07-12 09:19:28,Charlie,Technical Support,6.0,Yes,3,Very Negative,Yes
2025-07-12 01:55:28,Charlie,Billing,13.2,No,2,Neutral,No
2025-07-17 19:40:28,Anna,Billing,9.7,No,3,Negative,Yes
2025-07-19 23:23:28,Michael,Sales,7.4,Yes,2,Positive,Yes
2025-07-24 11:14:28,Michael,Billing,5.2,No,5,Very Positive,Yes
2025-07-13 16:03:28,Anna,Billing,6.4,No,3,Very Negative,No
2025-07-11 22:33:28,Anna,Billing,12.5,Yes,3,Very Positive,No
2025-07-20 12:23:28,Bob,Sales,2.6,No,1,Very Positive,Yes
2025-07-14 23:03:28,John,Sales,4.3,No,3,Very Positive,No
2025-07-14 23:30:28,Eli,Shipping,7.6,No,1,Very Negative,No
2025-07-18 23:53:28,Anna,Technical Support,5.9,Yes,2,Neutral,No
2025-07-23 05:28:28,Alice,Technical Support,10.1,Yes,1,Neutral,Yes
2025-07-21 10:39:28,Anna,Technical Support,13.3,Yes,1,Very Negative,No
2025-07-13 11:02:28,Diana,Shipping,7.5,No,3,Very Positive,No
2025-07-13 03:26:28,Charlie,Technical Support,11.0,Yes,3,Neutral,Yes
2025-07-21 11:39:28,Alice,Technical Support,4.1,Yes,3,Neutral,No
2025-07-11 22:31:28,Michael,Billing,2.3,No,4,Positive,No
2025-07-22 14:56:28,Michael,Technical Support,3.8,No,4,Very Positive,Yes
2025-07-22 08:19:28,Diana,Sales,10.6,Yes,5,Negative,No
2025-07-23 16:05:28,Diana,Technical Support,10.4,No,4,Very Negative,Yes
2025-07-24 10:18:28,Charlie,Billing,14.7,No,2,Very Negative,No
2025-07-16 00:13:28,Bob,Sales,14.9,No,4,Neutral,Yes
2025-07-20 08:58:28,John,Billing,5.6,No,1,Negative,No
2025-07-22 05:19:28,Charlie,Shipping,14.0,No,5,Positive,Yes
2025-07-23 00:56:28,James,Technical Support,6.5,No,5,Negative,Yes
2025-07-15 19:45:28,John,Sales,9.5,Yes,3,Very Positive,No
2025-07-18 01:17:28,James,Technical Support,8.2,Yes,4,Positive,No
2025-07-17 18:12:28,John,Billing,11.0,Yes,2,Positive,No
2025-07-17 01:15:28,Charlie,Shipping,9.2,No,1,Negative,No
2025-07-19 16:21:28,Diana,Billing,10.4,No,4,Negative,No
2025-07-11 17:55:28,Bob,Shipping,6.5,No,3,Positive,No
2025-07-22 20:44:28,John,Technical Support,8.1,No,1,Negative,Yes
2025-07-17 10:54:28,James,Billing,3.9,No,5,Neutral,Yes
2025-07-13 10:12:28,John,Sales,4.9,Yes,3,Very Positive,Yes
2025-07-19 03:51:28,James,Sales,6.4,Yes,4,Very Positive,No
2025-07-15 08:55:28,Diana,Sales,4.2,Yes,4,Very Negative,No
2025-07-11 20:28:28,Charlie,Shipping,6.1,No,2,Neutral,No
2025-07-20 05:55:28,Bob,Billing,10.5,No,1,Very Positive,Yes
2025-07-17 18:00:28,Diana,Billing,13.0,No,4,Neutral,No
2025-07-19 14:28:28,Alice,Sales,7.7,No,3,Neutral,Yes
2025-07-20 01:03:28,Diana,Sales,2.6,Yes,4,Very Negative,No
2025-07-17 01:31:28,Anna,Sales,2.8,No,3,Very Negative,No
2025-07-14 06:08:28,Diana,Technical Support,10.3,No,1,Positive,No
2025-07-20 16:01:28,Bob,Billing,14.9,No,2,Neutral,No
2025-07-18 15:05:28,Anna,Technical Support,5.4,Yes,3,Neutral,No
2025-07-13 10:13:28,Alice,Sales,3.6,Yes,2,Positive,Yes
2025-07-17 11:49:28,Michael,Sales,4.8,No,1,Very Negative,Yes
2025-07-24 22:51:28,Diana,Shipping,12.7,No,1,Neutral,No
2025-07-19 13:42:28,Bob,Sales,4.8,Yes,1,Positive,No
2025-07-23 19:25:28,John,Technical Support,13.3,Yes,2,Positive,No
2025-07-17 10:30:28,Alice,Technical Support,12.1,Yes,4,Very Negative,Yes
2025-07-16 23:08:28,Diana,Billing,10.5,Yes,4,Very Positive,No
2025-07-13 16:20:28,Diana,Sales,5.1,No,2,Very Negative,Yes
2025-07-17 15:57:28,Anna,Sales,5.4,No,4,Negative,Yes
2025-07-19 20:13:28,Alice,Billing,13.8,No,3,Very Positive,No
2025-07-15 12:41:28,Anna,Sales,12.2,No,4,Neutral,No
2025-07-19 21:53:28,Anna,Shipping,7.7,No,5,Positive,Yes
2025-07-21 20:19:28,Michael,Billing,2.4,No,4,Very Positive,Yes
2025-07-19 20:51:28,John,Technical Support,9.8,No,1,Very Positive,Yes
2025-07-16 00:05:28,Diana,Sales,10.2,Yes,3,Positive,Yes
2025-07-14 19:43:28,Charlie,Sales,3.2,No,2,Neutral,No
2025-07-21 21:08:28,Diana,Billing,11.5,No,3,Negative,No
2025-07-16 10:47:28,Anna,Shipping,6.5,Yes,5,Very Negative,No
2025-07-21 18:40:28,Eli,Sales,6.1,No,3,Negative,Yes
2025-07-18 05:11:28,James,Shipping,13.2,Yes,3,Neutral,No
2025-07-24 12:27:28,James,Sales,2.5,Yes,4,Very Negative,Yes
2025-07-19 17:26:28,Charlie,Billing,6.7,Yes,1,Positive,No
2025-07-13 18:39:28,Bob,Shipping,7.6,Yes,4,Very Positive,No
2025-07-24 17:54:28,John,Billing,7.0,Yes,3,Very Positive,Yes
2025-07-11 03:52:28,Diana,Billing,8.0,Yes,4,Very Negative,Yes
2025-07-18 19:31:28,Anna,Billing,4.6,Yes,1,Very Positive,No
2025-07-15 22:06:28,Eli,Sales,2.9,No,1,Negative,No
2025-07-24 17:52:28,Charlie,Technical Support,9.1,Yes,2,Negative,Yes
2025-07-14 16:27:28,Diana,Billing,7.4,Yes,1,Very Negative,No
2025-07-11 17:59:28,Michael,Billing,12.5,Yes,2,Neutral,Yes
2025-07-16 09:07:28,Diana,Sales,9.1,No,1,Neutral,Yes
2025-07-11 10:17:28,James,Technical Support,12.5,Yes,4,Positive,No
2025-07-21 11:12:28,John,Shipping,10.8,No,4,Negative,Yes
2025-07-12 20:05:28,Alice,Shipping,3.9,No,2,Very Positive,Yes
2025-07-24 04:54:28,James,Shipping,4.0,Yes,4,Very Positive,No
2025-07-11 12:13:28,James,Sales,3.4,Yes,3,Positive,No
2025-07-18 03:06:28,Anna,Sales,9.1,No,1,Neutral,No
2025-07-16 02:12:28,Michael,Technical Support,12.0,Yes,2,Neutral,No
2025-07-11 20:27:28,Charlie,Technical Support,11.0,Yes,4,Very Negative,No
2025-07-12 19:34:28,James,Technical Support,3.1,No,3,Negative,No
2025-07-11 23:26:28,Bob,Billing,3.1,No,2,Very Positive,Yes
2025-07-17 05:42:28,John,Technical Support,11.7,No,2,Negative,Yes
2025-07-20 21:44:28,Michael,Billing,10.8,Yes,2,Negative,No
2025-07-21 06:15:28,Charlie,Sales,8.9,Yes,3,Very Negative,No
2025-07-14 13:42:28,Alice,Shipping,6.4,No,3,Negative,No
2025-07-21 08:18:28,Eli,Shipping,3.5,No,2,Very Negative,No
2025-07-12 13:18:28,Anna,Technical Support,6.1,Yes,2,Negative,No
2025-07-20 14:12:28,Eli,Technical Support,2.8,No,5,Negative,No
2025-07-15 06:10:28,James,Shipping,12.8,Yes,3,Positive,No
2025-07-24 07:11:28,Eli,Technical Support,7.5,No,2,Negative,No
2025-07-17 11:09:28,James,Sales,12.5,Yes,5,Negative,Yes
2025-07-19 02:30:28,Bob,Technical Support,3.1,Yes,4,Very Positive,No
2025-07-22 09:17:28,Diana,Billing,8.8,Yes,2,Very Positive,No
2025-07-20 01:18:28,Eli,Sales,2.0,Yes,1,Positive,Yes
2025-07-16 00:02:28,Charlie,Shipping,10.9,Yes,4,Neutral,Yes
2025-07-22 13:37:28,Eli,Shipping,12.5,Yes,1,Negative,No
2025-07-13 23:21:28,Anna,Technical Support,10.7,Yes,4,Negative,Yes
2025-07-17 16:33:28,Eli,Sales,12.8,No,1,Very Positive,No
2025-07-11 15:34:28,James,Shipping,12.6,Yes,4,Positive,No
2025-07-22 11:30:28,Anna,Billing,14.3,Yes,1,Very Negative,No
2025-07-17 09:39:28,Bob,Billing,10.6,Yes,2,Very Negative,Yes
2025-07-23 21:06:28,Diana,Billing,4.0,Yes,5,Very Positive,Yes
2025-07-24 05:42:28,Eli,Billing,13.9,No,4,Negative,Yes
2025-07-17 00:29:28,James,Shipping,10.6,No,3,Very Negative,Yes
2025-07-23 23:10:28,Diana,Billing,9.8,No,2,Neutral,Yes
2025-07-18 03:08:28,Diana,Shipping,2.8,No,2,Positive,Yes
2025-07-23 03:40:28,Eli,Billing,3.7,Yes,3,Very Negative,Yes
2025-07-19 21:59:28,John,Technical Support,14.2,Yes,5,Very Positive,Yes
2025-07-20 13:04:28,Alice,Billing,10.9,No,4,Very Negative,No
2025-07-21 07:00:28,Alice,Shipping,14.4,No,4,Very Negative,No
2025-07-13 21:12:28,Michael,Technical Support,5.1,Yes,2,Negative,No
2025-07-12 22:19:28,Eli,Sales,5.6,Yes,4,Positive,Yes
2025-07-23 16:59:28,Anna,Shipping,3.7,Yes,2,Very Positive,Yes
2025-07-17 11:18:28,John,Technical Support,13.3,Yes,3,Very Negative,No
2025-07-18 22:52:28,Diana,Technical Support,5.9,Yes,5,Neutral,Yes
2025-07-16 00:14:28,Alice,Shipping,6.9,No,3,Neutral,Yes
2025-07-16 16:20:28,Alice,Billing,8.7,No,3,Positive,No
2025-07-19 12:34:28,Anna,Billing,11.9,Yes,2,Neutral,No
2025-07-23 08:22:28,Eli,Technical Support,14.7,No,2,Very Negative,Yes
2025-07-16 22:23:28,Michael,Sales,11.0,No,4,Positive,No
2025-07-12 01:59:28,Michael,Shipping,2.8,No,5,Neutral,No
2025-07-18 14:19:28,Anna,Sales,2.8,Yes,3,Very Negative,Yes
2025-07-20 23:32:28,Charlie,Sales,2.6,Yes,5,Neutral,No
2025-07-22 21:35:28,Diana,Technical Support,5.0,No,3,Very Negative,Yes
2025-07-14 22:55:28,Charlie,Technical Support,14.2,Yes,1,Very Negative,Yes
2025-07-11 04:52:28,Charlie,Sales,9.6,Yes,2,Very Positive,No
2025-07-22 22:29:28,Charlie,Technical Support,10.5,Yes,4,Neutral,Yes
2025-07-22 01:42:28,John,Billing,2.4,Yes,3,Very Negative,No
2025-07-18 12:12:28,James,Sales,3.4,No,1,Neutral,Yes
2025-07-17 09:40:28,Anna,Technical Support,7.9,Yes,5,Very Negative,Yes
2025-07-19 16:06:28,Alice,Technical Support,4.3,No,4,Very Negative,Yes
2025-07-17 09:47:28,Bob,Sales,14.6,No,4,Negative,No
2025-07-22 18:45:28,Alice,Sales,9.0,No,3,Neutral,No
2025-07-11 04:12:28,John,Sales,5.0,No,5,Negative,No
2025-07-19 05:38:28,Charlie,Billing,11.1,Yes,2,Neutral,No
2025-07-12 20:50:28,Bob,Billing,2.5,No,3,Negative,No
2025-07-11 19:39:28,Michael,Sales,10.7,No,2,Negative,No
2025-07-19 08:26:28,Michael,Sales,7.2,Yes,5,Neutral,No
2025-07-21 17:52:28,John,Shipping,4.8,Yes,3,Very Positive,Yes
2025-07-19 09:31:28,James,Shipping,10.0,No,5,Very Positive,No
2025-07-23 01:19:28,Alice,Technical Support,9.9,Yes,1,Very Negative,Yes
2025-07-11 04:15:28,Michael,Technical Support,11.4,No,3,Very Negative,Yes
2025-07-24 02:00:28,James,Sales,4.6,No,2,Neutral,Yes
2025-07-11 11:39:28,James,Shipping,14.7,Yes,3,Very Positive,Yes
2025-07-21 00:54:28,Bob,Billing,10.5,No,4,Very Positive,No
2025-07-22 05:55:28,Anna,Technical Support,9.4,Yes,3,Very Negative,Yes
2025-07-21 17:20:28,John,Billing,8.2,Yes,3,Negative,Yes
2025-07-14 17:39:28,John,Technical Support,9.1,Yes,2,Very Positive,Yes
2025-07-13 15:24:28,Michael,Technical Support,11.3,No,2,Very Positive,No
2025-07-22 04:12:28,Bob,Technical Support,12.7,Yes,4,Positive,Yes
2025-07-19 02:06:28,Michael,Sales,2.6,No,3,Positive,Yes
